Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
"What started out as a Web search engine has since turned into a massive conglomerate that calls itself Alphabet and Google is a subsidiary company. Today, Google operates all over the world in over 100 languages, answering trillions of search queries each year.","Was als Web-Suchmaschine begann, hat sich seitdem zu einem riesigen Konglomerat entwickelt, das sich Alphabet nennt und Google ist ein Tochterunternehmen. Heute ist Google auf der ganzen Welt in über 100 Sprachen tätig und beantwortet jedes Jahr Billionen von Suchanfragen.","Was als eine Web-Suchmaschine begann, hat sich inzwischen zu einem massiven Konglomerat entwickelt, das sich Alphabet nennt und in dem Google als Tochterunternehmen tätig ist. Heute arbeitet Google weltweit in über 100 Sprachen und beantwortet jährlich Billionen von Suchanfragen.",1.0,,TRUE,FALSE,
"""The relentless search for better answers continues to be at the core of everything we do,"" Google writes on its Our Story page. ""Today, with more than 60,000 employees in 50 different countries, Google makes hundreds of products used by billions of people across the globe, from YouTube and Android to Smartbox and, of course, Google Search. Although we've ditched the Lego servers and added just a few more company dogs, our passion for building technology for everyone has stayed with us - from the dorm room, to the garage, and to this very day.","„Die unerbittliche Suche nach besseren Antworten ist weiterhin der Kern von allem, was wir tun"", schreibt Google auf seiner Our Story-Seite. ""Heute, mit mehr als 60.000 Mitarbeitern in 50 verschiedenen Ländern, stellt Google Hunderte von Produkten her, die von Milliarden von Menschen auf der ganzen Welt verwendet werden, von YouTube und Android bis Smartbox und natürlich Google Search. Obwohl wir die Lego-Server aufgegeben und nur ein paar weitere Firmenhunde hinzugefügt haben, ist unsere Leidenschaft für <v>Gebäudetechnik</v> für alle bei uns geblieben – vom Schlafsaal bis zur Garage.","„Die unerbittliche Suche nach besseren Antworten steht nach wie vor im Mittelpunkt unseres Handelns“, schreibt Google auf seiner Seite Unsere Geschichte. „Heute, mit mehr als 60.000 Mitarbeitern in 50 verschiedenen Ländern, stellt Google Hunderte von Produkten her, die von Milliarden von Menschen auf der ganzen Welt genutzt werden, von YouTube und Android bis hin zu Smartbox und natürlich der Google-Suche. Obwohl wir die Lego-Server abgeschafft und nur ein paar weitere Firmenhunde aufgenommen haben, ist unsere Leidenschaft, großartige Technologie für jedermann zu schaffen, bei uns geblieben - vom Schlafsaal, zur Garage und bis zum heutigen Tag.",0.6493427203058468,,TRUE,FALSE,
"Oil falls after Iran claims US offered to remove sanctions, Trump denies","Öl fällt, nachdem der Iran behauptet, die USA hätten angeboten, Sanktionen aufzuheben, Trump dementiert","Öl fällt, nachdem Iran behauptet, die USA hätten Aufhebung der Sanktionen angeboten, Trump dementiert",0.862062858140204,,TRUE,FALSE,
"Iranian President Hassan Rouhani makes a speech during a ceremony in Tehran, Iran on January 10, 2019.","Der iranische Präsident Hassan Rohani hält eine Rede während einer Zeremonie in Teheran, Iran am 10. Januar 2019.","Der iranische Präsident Hassan Rouhani hält am 10. Januar 2019 im Rahmen einer Zeremonie eine Rede in Teheran, Iran.",0.8687161433090318,,TRUE,FALSE,
"Oil slid after Iranian President Hassan Rouhani claimed Friday that the U.S. offered to remove all sanctions on Iran in exchange for negotiations. President Donald Trump and the State Department later denied those claims, causing oil to rebound from the lows.","Öl rutschte ab, nachdem der iranische Präsident Hassan Rouhani am Freitag behauptet hatte, die USA hätten angeboten, alle Sanktionen gegen den Iran im Austausch für Verhandlungen aufzuheben. Präsident Donald Trump und das Außenministerium dementierten später diese Behauptungen, was dazu führte, dass sich das Öl von den Tiefs erholte.","Der Ölpreis rutschte ab, nachdem der iranische Präsident Hassan Rouhani am Freitag behauptet hatte, die USA hätten angeboten, als Gegenleistung für Verhandlungen alle Sanktionen gegen den Iran aufzuheben. Präsident Donald Trump und das Außenministerium haben diese Behauptungen später zurückgewiesen, was dazu führte, dass sich das Öl von den Tiefstständen erholte.",0.8029263125658911,,TRUE,FALSE,
WTI crude futures were last down by 0.9% to $55.91 after falling as low as $54.79. Brent crude futures dropped 1.4% to $61.89.,"Die WTI-Roh-Futures fielen zuletzt um 0,9 % auf 55,91 US-Dollar, nachdem sie bis auf 54,79 US-Dollar gefallen waren.Die Brent-Roh-Futures sanken um 1,4 % auf 61,89 US-Dollar.","Die WTI-Rohölterminkontrakte fielen zuletzt um 0,9 % auf 55,91 US-Dollar, nachdem sie bis auf 54,79 US-Dollar gesunken waren. Die Rohöl-Futures von Brent fielen um 1,4 % auf 61,89 US-Dollar.",0.933728190041542,,TRUE,FALSE,
"""The German chancellor, the prime minister of England (Britain) and the president of France were in New York and all insisted that this meeting take place. And America says that it will lift the sanctions,"" Rouhani said on his official website, according to Reuters. ""It was up for debate what sanctions will be lifted and they (the United States) had said clearly that we will lift all sanctions.""","„Die deutsche Kanzlerin, der Premierminister von England (Großbritannien) und der Präsident von Frankreich waren in New York und alle bestanden darauf, dass dieses Treffen stattfindet. Und Amerika sagt, dass es die Sanktionen aufheben wird“, sagte Rouhani auf seiner offiziellen Website laut Reuters. „Es stand zur Debatte, welche Sanktionen aufgehoben werden, und sie (die Vereinigten Staaten) hatten klar gesagt, dass wir alle Sanktionen aufheben werden.“","„Die deutsche Bundeskanzlerin, der Premierminister von England (Britannien) und der Präsident von Frankreich waren in New York und haben alle darauf bestanden, dass dieses Treffen stattfindet. Und Amerika sagt, dass es die Sanktionen aufheben wird“, erklärte Rouhani laut Reuters auf seiner offiziellen Website. „Es stand zur Debatte, welche Sanktionen aufgehoben werden sollen, und sie (die Vereinigten Staaten) hatten klar gesagt, dass sie alle Sanktionen aufheben werden.“",0.9735735989599952,,TRUE,FALSE,
"Trump later said he responded ""of course, NO!"" to Iran who he said wanted him to lift the sanctions in order to meet.","Trump sagte später, er habe „natürlich NEIN!“ auf den Iran geantwortet, von dem er sagte, er wolle, dass er die Sanktionen aufhebe, um sich zu treffen.","Trump sagte später, dass er gegenüber dem Iran mit „natürlich NEIN!“ geantwortet habe, der, wie er sagte, die Aufhebung der Sanktionen gefordert habe, um ein Treffen zu ermöglichen.",0.8152717316383952,,TRUE,FALSE,
"The State Department called the report ""baseless,"" adding the U.S. is committed to zero oil exports from the Iranian regime, Bloomberg News said.","Das Außenministerium nannte den Bericht „grundlos“ und fügte hinzu, die USA bekennen sich zu null Ölexporten des iranischen Regimes, sagte Bloomberg News.","Das Außenministerium bezeichnete den Bericht als „haltlos“ und fügte hinzu, dass die USA sich zu keinerlei Ölexporten des iranischen Regimes verpflichtet haben, sagte Bloomberg News.",0.8029263125658911,,TRUE,FALSE,
"Rouhani's comment came after a series of drones attacked oil facilities in Saudi Arabia on Sept. 14, which had forced the kingdom to cut production in half. The U.S. and some European countries, as well as Saudi Arabia, have blamed the attack on Iran. Tehran has denied any role in the incident. The Trump administration also announced plans to deploy U.S. forces to the region.","Rohanis Kommentar kam, nachdem eine Reihe von Drohnen Ölanlagen in Saudi-Arabien am 14. September angegriffen hatte, was das Königreich gezwungen hatte, die Produktion zu halbieren. Die USA und einige europäische Länder sowie Saudi-Arabien <v>haben den Angriff auf den Iran verantwortlich gemacht. </v>Teheran hat jede Rolle in dem Vorfall bestritten. Die Trump-Regierung kündigte auch Pläne an, US-Streitkräfte in die Region zu entsenden.","Rouhanis Kommentar kam, nachdem eine Reihe von Drohnen am 14. September Ölanlagen in Saudi-Arabien angegriffen hatte, woraufhin das Königreich gezwungen war, die Produktion um die Hälfte zu reduzieren. Die USA und ein paar europäische Länder sowie Saudi-Arabien haben den Angriff auf den Iran geschoben. Teheran hat jegliche Beteiligung an dem Vorfall abgestritten. Die Trump-Regierung kündigte auch Pläne zur Entsendung von US-amerikanischen Streitkräften in die Region an.",0.7147294331608408,,TRUE,FALSE,
The State Department didn't immediately respond to CNBC's request for comment.,Das Außenministerium reagierte nicht sofort auf die Bitte von CNBC um Stellungnahme.,Das Außenministerium reagierte nicht sofort auf eine Anfrage von CNBC nach einer Stellungnahme.,1.0,,TRUE,FALSE,
"""There's been a big bearish risk from a thaw in the US Iran situation for some time and this will put a remarkable amount of oil back onto the market immediately if it were to occur,"" said John Kilduff of Again Capital.","„Es besteht seit einiger Zeit ein <v>großes bärisches Risiko</v> durch ein <v>Tauwetter</v> in der US-Iran-Situation, und dies wird eine bemerkenswerte Menge Öl sofort wieder auf den Markt bringen, wenn es eintreten sollte“, sagte John Kilduff von Again Capital.","„Es gibt seit einiger Zeit ein großes Rezessionsrisiko durch das Tauwetter in der US-Iran-Situation, und dies wird eine bemerkenswerte Menge an Öl auf den Markt schwemmen, falls es dazu kommen sollte“, sagte John Kilduff von Again Capital.",0.2894984114933036,,TRUE,FALSE,
"""It's not just Iranian production and exports. Its' millions of barrels in floating storage and millions of barrels sitting in China's ports waiting to be processed by customs,"" Kilduff said.","„Es ist nicht nur iranische Produktion und Exporte. Seine Millionen von Fässern in schwimmenden Lagern und Millionen von Fässern sitzen in Chinas Häfen und warten darauf, vom Zoll verarbeitet zu werden“, sagte Kilduff.","„Es geht nicht nur um die iranische Produktion und den iranischen Export. Es liegen Millionen von Fässern in schwimmenden Lagern und Millionen von Fässern in Chinas Häfen, die auf die Zollabfertigung warten“, sagte Kilduff.",0.7429376808864336,,TRUE,FALSE,
"""It is great to be able to get back on the podium and to hear the national anthem, it feels amazing,"" smiled Phelps while his eyes welled up with tears.","""Být znovu na stupních vítězů a slyšet hymnu je sladké jako vždycky,"" smál se Phelps a přitom měl znovu oči plné slz.","„Je skvělé, že se k němu dostanu zpátky na pódiu a slyším národní hymnu, je to úžasné,“ usmál se Phelps, zatímco jeho oči vířily slzami.","""Je skvělé umět se vrátit na pódium a slyšet národní hymnu, je to cítit úžasné"", usmál se Phelps, zatímco jeho oči se svářily slzami.",,TRUE,FALSE,
"""My first response was 'I didn't think people did that anymore,'"" Picciuto explained.","„Moje první reakce byla, že jsem si myslela, že tohle už dneska lidé nedělají“, vysvětluje Picciutová.","""Moje první reakce byla"" Nemyslel jsem si, že to už lidé dělají, ""vysvětlil Picciuto.","„První odpověď byla ', že už jsem si to nemysleli,“ vysvětloval Picciuto.",,TRUE,FALSE,
"During that time, brand strategists have used 'RBS' to protect other consumer finance brands.",V té době strategové značky používali „RBS“ s cílem chránit ostatní značky spotřebitelských financí.,Během tohoto času používají značka značek na ochranu ostatních spotřebitelských finančních prostředků.,"Během té doby značka stratégové využili ', RBS na ochranu ostatních značek spotřebitelů.",,TRUE,FALSE,
"It was backed with millions of pounds in sponsorship of international sport, from Six Nations rugby to Wimbledon champion Andy Murray.","Stály za ní miliony liber vydaných na sponzoring mezinárodního sportu, od ragbyového šampionátu Six Nations po šampióna Winbledomu Andyho Marraye.","Byla podpořena miliony liber ve sponzoringu mezinárodního sportu, od Six Nations rugby až po Wimbledon šampiona Andyho Murrayho.","Bylo to couváno se milióny liber v mezinárodním sportu ze šesti národů, od Rugby do Wimbledonu, vítězem Wimbledonu Andyho Murrayho.",,TRUE,FALSE,
"But now, it has been judged right to let more national brands come to the fore.","Nyní ale bylo rozhodnuto, že je lepší dát více vyniknout spíš národním značkám.",Nyní ale bylo posouzeno právo pustit do popředí více národních značek.,"Ale teď je soudná věc, aby se další národní brance dostaly do předku.",,TRUE,FALSE,
"Royal Bank of Scotland will be used with Scottish customers, but will not be initialised.","Royal Bank of Scotland se bude používat u skotských zákazníků, ale nebude spouštět nové obchody.","Skotská královská banka bude použita skotskými zákazníky, ale nebude inicializována.","Royal Bank of Scotland se bude používat se skotskými zákazníky, ale nebude iniciována.",,TRUE,FALSE,
"The brand RBS is to be reduced to a back office role, according to the bank's chief executive.",Podle výkonného ředitele banky má být značka RBS potlačena do role back office.,Značka RBS by měla být podle výkonného ředitele banky omezena na funkci back office.,"Značka RBS je, aby se snížila role v zadní funkci, podle výkonného ředitele banky.",,TRUE,FALSE,
